1542,단백질,protein
1543,정확도,accuracy
1544,도난,theft
1545,과부,widow
1546,수용,acceptance
1547,악센트,accent
1548,냄새,smell
1549,출발,departure
1550,회원,membership
1551,전문 지식 ..... jeonmun,expertise
1552,수리,repair
1553,어셈블리,assembly
1554,요약,summary
1555,논리,logic
1556,경계,boundary
1557,동등한,equivalent
1558,홀더,holder
1559,치수,dimension
1560,레일,rail
1561,트랜잭션,transaction
1562,왼쪽,left
1563,순서,sequence
1564,축제,festival
1565,피트,pit
1566,수평선,horizon
1567,그릇,bowl
1568,구매,purchase
1569,원고,plaintiff
1570,이모,aunt
1571,주식,equity
1572,부하,load
1573,범위,scope
1574,어둠,darkness
1575,샌드위치,sandwich
1576,본당,parish
1577,폐쇄,closure
1578,더미,pile
1579,소유권,ownership
1580,기원,origin
1581,수비수,defender
1582,회로,circuit
1583,도입,introduction
1584,모드,mode
1585,할인,discount
1586,방정식,equation
1587,엔티티,entity
1588,키트,kit
1589,심리학,psychology
1590,미덕,virtue
1591,유연성,flexibility
1592,트레이너,trainer
1593,대륙,continent
1594,상인,trader
1595,목욕,bath
1596,벽돌,brick
1597,표시,indicator
1598,판매자,seller
1599,프로모션,promotion
1600,충돌,clash
1601,특성,characteristic
1602,동전,coin
1603,보증,assurance
1604,제안,proposition
1605,혀,tongue
1606,최소,minimum
1607,콜렉터,collector
1608,자본주의,capitalism
1609,바구니,basket
1610,프레임 워크 ..... peuleim,framework
1611,의식,consciousness
1612,스위치,switch
1613,임대,rent
1614,곡선,curve
1615,면,cotton
1616,패치,patch
1617,가져 오기 ..... gajyeo,import
1618,분리,isolation
1619,입구,entrance
1620,필요성,necessity
1621,광장,square
1622,벤처,venture
1623,증기,steam
1624,농업,agriculture
1625,변환,transformation
1626,양,sheep
1627,브러시,brush
1628,데이터베이스,database
1629,예금,deposit
1630,메뉴,menu
1631,조정,adjustment
1632,승리,triumph
1633,소비,consumption
1634,보호자,guardian
1635,커튼,curtain
1636,만족,satisfaction
1637,계산,calculation
1638,함대,fleet
1639,구제,remedy
1640,레인,lane
1641,인증서,certificate
1642,수영,swimming
1643,방출,emission
1644,직물,fabric
1645,매체,medium
1646,효율성,efficiency
1647,상호 작용 ..... sangho,interaction
1648,택시,cab
1649,부활절,easter
1650,영광,glory
1651,수신,reception
1652,생산성,productivity
1653,산,acid
1654,종,servant
1655,평가,evaluation
1656,밀,mill
1657,전시회,exhibition
1658,합,sum
1659,상대,counterpart
1660,상사,sergeant
1661,저장,storage
1662,분수,fraction
1663,혁신,innovation
1664,자세,stance
1665,모터,motor
1666,형식,format
1667,입자,particle
1668,추적,trace
1669,유체,fluid
1670,교육 과정 ..... gyoyug,curriculum
1671,교리,doctrine
1672,개발자,developer
1673,일시 정지 ..... ilsi,pause
1674,제거,removal
1675,감각,sensation
1676,배당,dividend
1677,독점,monopoly
1678,갤러리,gallery
1679,강의,lecture
1680,택시,taxi
1681,재량,discretion
1682,육체,flesh
1683,상인,merchant
1684,양,quantity
1685,사랑,darling
1686,정당화,justification
1687,화가,painter
1688,혼합물,mixture
1689,위반,breach
1690,리프트,lift
1691,연못,pond
1692,뺨,cheek
1693,후속,successor
1694,등록,registration
1695,상담,consultation
1696,자격,qualification
1697,공급 업체 ..... gong-geub,supplier
1698,가을,autumn
1699,하드웨어,hardware
1700,가죽,leather
1701,토끼,rabbit
1702,단락,paragraph
1703,동반자,companion
1704,벌크,bulk
1705,복도,corridor
1706,워크숍,workshop
1707,그늘,shade
1708,회계사,accountant
1709,칼,sword
1710,형성,formation
1711,통합,integration
1712,지출,expenditure
1713,입력,input
1714,로드,rod
1715,복잡성,complexity
1716,스커트,skirt
1717,곤충,insect
1718,전송,transport
1719,사망,mortality
1720,경사,slope
1721,복원,restoration
1722,둥지,nest
1723,변화,variation
1724,조성,composition
1725,크라운,crown
1726,확률,probability
1727,해방,liberation
1728,출석,attendance
1729,유기체,organism
1730,보존,conservation
1731,조각,sculpture
1732,샴페인,champagne
1733,아키텍처,architecture
1734,프로그램,programme
1735,왕자,prince
1736,극장,theatre
1737,연구소,institute
1738,접합,junction
1739,아빠,daddy
1740,해군,navy
1741,사양,specification
1742,독수리,eagle
1743,마크,mark
1744,은혜,favour
1745,수도원,abbey
1746,CHAP,chap
1747,치안 판사 ..... chian,magistrate
1748,여행자,traveller
1749,반,van
1750,가솔린,petrol
1751,구매자,purchaser
1752,이동,go
1753,교황,pope
1754,식민지,colony
1755,왕,king
1756,천,thousand
1757,사진,photograph
1758,라이센스,licence
1759,헌법,constitution
1760,문의,enquiry
1761,공주,princess
1762,찬장,cupboard
1763,부시,bush
1764,판단,judgement
1765,퍼센트,percent
1766,빌라,villa
1767,흰색,white
1768,트럭,lorry
1769,위스키,whisky
1770,MS,ms
1771,주,lord
1772,플랫,flat
1773,얼,earl
1774,대령,colonel
1775,사회학,sociology
1776,대학,university
1777,지구,earth
1778,공사,corp
1779,명예,honour
1780,토리,tory
1781,보조,aids
1782,부록,appendix
1783,똥,shit
1784,동작,behaviour
1785,없음,no
1786,무화과,fig
1787,호수,lake
1788,진행,proceeding
1789,인치,inch
1790,cm,cm
1791,사진,photo
1792,국,bureau
1793,분류,classification
1794,mm,mm
1795,대주교,archbishop
1796,만,million
1797,색상,colour
1798,협회,association
1799,엄마,mum
1800,달러,dollar
1801,미라,mummy
1802,치안,constable
1803,백,hundred
1804,TV,tv
1805,변호사,solicitor
1806,MP,mp
1807,통,vat
1808,유머,humour
1809,여관,inn
1810,중복,redundancy
1811,방어,defence
1812,미스,miss
1813,언덕,hill
1814,여왕,queen
1815,범죄,offence
1816,기준,criterion
1817,계곡,valley
1818,억,billion
1819,공동,co
1820,베이,bay
1821,섬유,fibre
1822,마일,mile
1823,미터,metre
1824,수명,lifespan
1825,다스,dozen
1826,길,avenue
1827,디렉토리,directory
1828,폴리 테크닉 ..... polli,polytechnic
1829,공원,park
1830,계단,stairs
1831,빌더,builder
1832,이웃,neighbour
1833,장미,rose
1834,공작,duke
1835,카탈로그,catalogue
1836,연합,federation
1837,시선,gaze
1838,연방,commonwealth
1839,회의,council
1840,조직,organisation
1841,공화국,republic
1842,유닉스,unix
1843,재무,treasury
1844,테라스,terrace
1845,교사,tutor
1846,센터,centre
1847,심판,ref
1848,젊은이,lad
1849,체크,cheque
1850,할당,allocation
1851,인터페이스,interface
1852,에이커,acre
1853,톤,tonne
1854,다른,other
1855,빨간색,red
1856,항구,harbour
1857,연금,pensioner
1858,부인,mrs
1859,노동,labour
1860,의원,councillor
1861,자치구,borough
1862,쓰레기,rubbish
1863,섬,isle
1864,유태인,jew
1865,군,county
1866,법안,bill
1867,신,god
1868,좋아하는,favourite
1869,그림,illustration
1870,소문,rumour
1871,주파수,frequency
1872,세미나,seminar
1873,인테리어,interior
1874,절,verse
1875,영수증,receipt
1876,품종,breed
1877,측정,measurement
1878,손바닥,palm
1879,독,dock
1880,PC,pc
1881,단점,disadvantage
1882,설치,installation
1883,광고,advertisement
1884,구현,implementation
1885,포트폴리오,portfolio
1886,목재,timber
1887,절,clause
1888,담론,discourse
1889,디스크,disc
1890,블레이드,blade
1891,비율,ratio
1892,미네랄,mineral
1893,개요,outline
1894,또한,addition
1895,기계,machinery
1896,운하,canal
1897,로컬,local
1898,처분,disposal
1899,거부,refusal
1900,도메인,domain
1901,레지스터,register
1902,감사,audit
1903,가용성,availability
1904,인수,acquisition
1905,자율성,autonomy
1906,실크,silk
1907,빔,beam
1908,숙박 시설 ..... sugbag,accommodation
1909,신청자,applicant
1910,수정,modification
1911,주석,tin
1912,조각,fragment
1913,세입자,tenant
1914,변환,conversion
1915,공급 업체 ..... gong-geub,vendor
1916,개업,practitioner
1917,기쁨,delight
1918,필터,filter
1919,청동,bronze
1920,출입구,doorway
1921,발생,incidence
1922,임대,lease
1923,제약,constraint
1924,천,cloth
1925,보육,nursery
1926,채권자,creditor
1927,과세,taxation
1928,디스크,disk
1929,사전,dictionary
1930,개념,conception
1931,수탁자,trustee
1932,분자,molecule
1933,유지,holding
1934,별장,cottage
1935,집주인,landlord
1936,연속,succession
1937,온기,warmth
1938,주문,spell
1939,예배당,chapel
1940,레저,leisure
1941,통치,reign
1942,응답,reply
1943,시간,duration
1944,성,castle
1945,계층 구조 ..... gyecheung,hierarchy
1946,상관 관계 ..... sang-gwan,correlation
1947,제외,exclusion
1948,술집,pub
1949,가설,hypothesis
1950,램프,lamp
1951,구,sphere
1952,장관,chancellor
1953,농민,peasant
1954,출력,output
1955,황제,emperor
1956,한눈에,glance
1957,시편,specimen
1958,지시어,directive
1959,논문,thesis
1960,작업,working
1961,오크,oak
1962,매출,turnover
1963,수당,allowance
1964,트레이,tray
1965,감사,auditor
1966,서버,server
1967,성당,cathedral
1968,동정,pity
1969,변수,variable
1970,점토,clay
1971,캐리지,carriage
1972,영화,cinema
1973,전단지,leaflet
1974,구리,copper
1975,밀도,density
1976,자회사,subsidiary
1977,해고,dismissal
1978,완료,completion
1979,프로세서,processor
1980,패킷,packet
1981,울,wool
1982,제목,heading
1983,문법,grammar
1984,포장,pavement
1985,수신기,receiver
1986,모듈,module
1987,철도,railway
1988,동공,pupil
1989,크리켓,cricket
1990,프린터,printer
1991,간격,interval
1992,다이어그램,diagram
1993,자식,bastard
